Date,SO4
2011-08-26 11:30,19.9871749
2011-08-31 11:30,20.50767424
2011-09-07 11:00,20.36193443
2011-09-21 12:00,20.90325375
2011-10-04 10:45,21.19473338
2011-10-19 11:00,24.75494891
2011-11-09 12:30,29.04386352
2012-02-17 12:30,31.64636025
2012-03-09 13:00,36.74725385
2012-03-21 11:00,45.45000291
2012-06-20 11:00,38.30875188
2012-06-26 8:50,30.89684119
2012-07-12 11:40,19.0294561
2012-07-17 10:00,18.44649683
2012-07-24 11:40,19.69569526
2012-07-31 9:40,20.54931419
2012-08-07 8:10,22.36065192
2012-08-17 10:30,22.15245218
2012-08-23 13:10,20.11209474
2012-08-31 8:40,21.27801327
2012-09-20 14:30,21.31965322
2012-12-06 13:30,23.29755074
2013-02-12 13:30,29.68928271
2013-03-15 11:30,33.70753766
2013-06-03 11:30,48.46889912
2013-07-23 12:30,22.56885165
2013-08-19 10:00,22.27737202
2013-08-26 10:30,22.04835231
2013-09-06 10:00,22.25655205
2013-09-19 11:30,24.77576888
2013-09-27 9:30,24.85904878
2013-10-09 11:30,24.54674917
2013-10-22 12:00,24.27608951
2013-11-14 10:30,22.83951131
2013-12-12 11:00,27.52400543
2014-01-22 11:45,26.25398702
2014-06-03 12:58,52.86191361
2014-06-09 13:00,52.84109363
2014-06-16 11:00,37.93399235
2014-06-17 12:20,53.48651282
2014-06-23 13:15,35.56051534
2014-06-24 12:10,61.91860223
2014-06-30 14:00,40.84878869
2014-06-30 9:10,52.48715408
2014-07-07 9:25,16.63515911
2014-07-14 9:20,15.46924057
2014-07-21 8:45,16.65597908
2014-07-28 8:25,18.88371628
2014-08-04 8:40,19.69569526
2014-08-11 9:30,19.75815518
2014-08-18 8:50,20.54931419
2014-08-25 9:20,22.33983194
2014-09-02 9:05,21.2571933
2014-09-08 9:45,20.92407372
2014-09-15 10:20,21.69441275
2014-10-16 10:20,23.5682104
2014-11-06 11:35,26.33726692
2014-12-02 13:00,25.7959476
2015-01-13 10:50,25.50446797
2015-03-17 10:30,26.06660726
2015-04-07 11:00,50.42597666
2015-05-20 11:00,32.0835797
2015-06-02 13:00,37.64251272
2015-06-16 15:00,56.25556934
2015-06-30 11:00,25.56692789
2015-07-14 10:00,20.8616138
2015-07-28 9:00,21.29883325
2015-08-12 9:00,22.77705139
2015-08-26 8:30,22.42311184
2015-09-08 10:00,24.71330896
2015-10-05 12:00,44.70048386
2015-11-03 11:00,26.17070713
2015-12-03 14:00,26.89940621
2016-01-05 12:00,30.18896208
2016-02-12 12:00,30.8135613
2016-03-11 12:00,31.22996078
2016-06-14 10:15,18.32157699
2016-06-20 12:50,16.65597908
2016-06-27 8:30,13.74118274
2016-07-19 9:30,18.9461762
2016-08-03 12:30,19.36257568
2016-08-16 9:15,19.57077542
2016-09-06 12:30,22.6937715
2016-10-12 11:45,25.60856784
2016-11-08 10:50,28.1069647
2016-12-20 14:00,26.23316705
2017-01-17 13:15,28.73156391
2017-02-16 11:30,29.14796339
2017-03-16 14:15,30.39716182
2017-04-10 14:15,30.8135613
2017-06-13 11:00,18.11337725
2017-06-27 11:00,16.2395796
2017-07-13 11:00,15.61498039
2017-07-25 9:00,46.84494116
2017-08-11 7:50,19.9871749
2017-08-24 10:30,18.9461762
2017-09-19 11:00,20.40357437
2017-10-03 11:40,20.61177411
2017-11-28 13:25,24.56756914
2017-12-12 15:15,23.73477019
2018-02-13 14:00,26.85776627
2018-03-27 11:30,27.27416574
2018-04-10 13:30,27.27416574
2018-05-22 9:30,31.02176104
2018-06-18 11:05,8.952588756
2018-07-17 8:47,22.6937715
2018-08-21 9:10,20.19537463
2018-10-09 12:55,24.3593694
2018-11-13 13:55,25.4003681
